960153246,02/27/2023 01:18:00 PM,STR CLEAN,1830 LAKE ST San Francisco CA, POINT(-122.47907248399997 37.78602211400005)
960354533,02/27/2023 01:19:00 PM,STR CLEAN,1948 LAKE ST San Francisco CA, POINT(-122.48031138999994 37.785966433000056)
960274486,02/27/2023 01:19:00 PM,MTR OUT DT,3268 MISSION ST San Francisco CA, POINT(-122.42070257399996 37.74434542600005)
960153250,02/27/2023 01:19:00 PM,STR CLEAN,2216 LAKE ST San Francisco CA, POINT(-122.48323686099997 37.78583267700003)
960154602,02/27/2023 01:19:00 PM,METER DTN,7 EMBARCADERO San Francisco CA, POINT(-122.38802659599997 37.78683227400006)
960090331,02/27/2023 01:19:00 PM,STR CLEAN,1483 PALOU AVE San Francisco CA, POINT(-122.38863273299995 37.73268725600008)
960166395,02/27/2023 01:19:00 PM,STR CLEAN,2014 LAKE ST San Francisco CA, POINT(-122.48107113699996 37.78593144700005)
960243701,02/27/2023 01:19:00 PM,STR CLEAN,1816 LAKE ST San Francisco CA, POINT(-122.47894368699997 37.78602790300005)
960166406,02/27/2023 01:20:00 PM,STR CLEAN,2346 LAKE ST San Francisco CA, POINT(-122.48458432499996 37.785778325000024)
959747320,02/27/2023 01:20:00 PM,RES/OT,1879 BROADWAY San Francisco CA, POINT(-122.42792610999999 37.79515366900006)
PD36932803,02/27/2023 01:20:00 PM,RESTRICTED,538 EDDY STREET San Francisco CA, POINT(-122.41654914999998 37.78343869300005)
960282971,02/27/2023 01:20:00 PM,STR CLEAN,1405 PALOU AVENUE San Francisco CA, POINT(-122.38738300699998 37.731977735000044)
960154613,02/27/2023 01:21:00 PM,METER DTN,12 EMBARCADERO San Francisco CA, POINT(-122.39466554699999 37.79544061800004)
960153261,02/27/2023 01:21:00 PM,STR CLEAN,2544 LAKE ST San Francisco CA, POINT(-122.48670894199995 37.78568267500003)
960274490,02/27/2023 01:21:00 PM,MTR OUT DT,3270 MISSION ST San Francisco CA, POINT(-122.42072052799995 37.744317753000075)
960224720,02/27/2023 01:21:00 PM,RES/OT,275 STANYAN ST San Francisco CA, POINT(-122.45493590399997 37.77609389100007)
960354544,02/27/2023 01:21:00 PM,STR CLEAN,2440 LAKE ST San Francisco CA, POINT(-122.48560201999999 37.78573256800007)
960153272,02/27/2023 01:22:00 PM,STR CLEAN,194 28TH AVE San Francisco CA, POINT(-122.48820195499997 37.785720292000065)
960243712,02/27/2023 01:22:00 PM,STR CLEAN,2650 LAKE ST San Francisco CA, POINT(-122.48753034399999 37.78564626800005)
960166410,02/27/2023 01:22:00 PM,STR CLEAN,2602 LAKE ST San Francisco CA, POINT(-122.48733187599998 37.78565453700003)
960274501,02/27/2023 01:22:00 PM,FAILRPLPLA,3270 MISSION ST San Francisco CA, POINT(-122.42072052799995 37.744317753000075)
960183722,02/27/2023 01:22:00 PM,RES/OT,2300 SCOTT ST San Francisco CA, POINT(-122.43931459499998 37.79104399900007)
